id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	MT-CD45-|MT-CD45-	MT-CD45-|MT-Lymphoid-B	MT-CD45-|MT-Lymphoid-T-NK	MT-CD45-|MT-MAST	MT-CD45-|MT-Myeloid	MT-CD45-|PT-CD45-	MT-CD45-|PT-Lymphoid-B	MT-CD45-|PT-Lymphoid-T-NK	MT-CD45-|PT-MAST	MT-CD45-|PT-Myeloid	MT-Lymphoid-B|MT-CD45-	MT-Lymphoid-B|MT-Lymphoid-B	MT-Lymphoid-B|MT-Lymphoid-T-NK	MT-Lymphoid-B|MT-MAST	MT-Lymphoid-B|MT-Myeloid	MT-Lymphoid-B|PT-CD45-	MT-Lymphoid-B|PT-Lymphoid-B	MT-Lymphoid-B|PT-Lymphoid-T-NK	MT-Lymphoid-B|PT-MAST	MT-Lymphoid-B|PT-Myeloid	MT-Lymphoid-T-NK|MT-CD45-	MT-Lymphoid-T-NK|MT-Lymphoid-B	MT-Lymphoid-T-NK|MT-Lymphoid-T-NK	MT-Lymphoid-T-NK|MT-MAST	MT-Lymphoid-T-NK|MT-Myeloid	MT-Lymphoid-T-NK|PT-CD45-	MT-Lymphoid-T-NK|PT-Lymphoid-B	MT-Lymphoid-T-NK|PT-Lymphoid-T-NK	MT-Lymphoid-T-NK|PT-MAST	MT-Lymphoid-T-NK|PT-Myeloid	MT-MAST|MT-CD45-	MT-MAST|MT-Lymphoid-B	MT-MAST|MT-Lymphoid-T-NK	MT-MAST|MT-MAST	MT-MAST|MT-Myeloid	MT-MAST|PT-CD45-	MT-MAST|PT-Lymphoid-B	MT-MAST|PT-Lymphoid-T-NK	MT-MAST|PT-MAST	MT-MAST|PT-Myeloid	MT-Myeloid|MT-CD45-	MT-Myeloid|MT-Lymphoid-B	MT-Myeloid|MT-Lymphoid-T-NK	MT-Myeloid|MT-MAST	MT-Myeloid|MT-Myeloid	MT-Myeloid|PT-CD45-	MT-Myeloid|PT-Lymphoid-B	MT-Myeloid|PT-Lymphoid-T-NK	MT-Myeloid|PT-MAST	MT-Myeloid|PT-Myeloid	PT-CD45-|MT-CD45-	PT-CD45-|MT-Lymphoid-B	PT-CD45-|MT-Lymphoid-T-NK	PT-CD45-|MT-MAST	PT-CD45-|MT-Myeloid	PT-CD45-|PT-CD45-	PT-CD45-|PT-Lymphoid-B	PT-CD45-|PT-Lymphoid-T-NK	PT-CD45-|PT-MAST	PT-CD45-|PT-Myeloid	PT-Lymphoid-B|MT-CD45-	PT-Lymphoid-B|MT-Lymphoid-B	PT-Lymphoid-B|MT-Lymphoid-T-NK	PT-Lymphoid-B|MT-MAST	PT-Lymphoid-B|MT-Myeloid	PT-Lymphoid-B|PT-CD45-	PT-Lymphoid-B|PT-Lymphoid-B	PT-Lymphoid-B|PT-Lymphoid-T-NK	PT-Lymphoid-B|PT-MAST	PT-Lymphoid-B|PT-Myeloid	PT-Lymphoid-T-NK|MT-CD45-	PT-Lymphoid-T-NK|MT-Lymphoid-B	PT-Lymphoid-T-NK|MT-Lymphoid-T-NK	PT-Lymphoid-T-NK|MT-MAST	PT-Lymphoid-T-NK|MT-Myeloid	PT-Lymphoid-T-NK|PT-CD45-	PT-Lymphoid-T-NK|PT-Lymphoid-B	PT-Lymphoid-T-NK|PT-Lymphoid-T-NK	PT-Lymphoid-T-NK|PT-MAST	PT-Lymphoid-T-NK|PT-Myeloid	PT-MAST|MT-CD45-	PT-MAST|MT-Lymphoid-B	PT-MAST|MT-Lymphoid-T-NK	PT-MAST|MT-MAST	PT-MAST|MT-Myeloid	PT-MAST|PT-CD45-	PT-MAST|PT-Lymphoid-B	PT-MAST|PT-Lymphoid-T-NK	PT-MAST|PT-MAST	PT-MAST|PT-Myeloid	PT-Myeloid|MT-CD45-	PT-Myeloid|MT-Lymphoid-B	PT-Myeloid|MT-Lymphoid-T-NK	PT-Myeloid|MT-MAST	PT-Myeloid|MT-Myeloid	PT-Myeloid|PT-CD45-	PT-Myeloid|PT-Lymphoid-B	PT-Myeloid|PT-Lymphoid-T-NK	PT-Myeloid|PT-MAST	PT-Myeloid|PT-Myeloid
CPI-SC0606C6896	COL6A5_a2b1 complex	simple:A8TX70	complex:a2b1 complex	COL6A5		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.01	0.0	0.009	0.083	0.008	0.017	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC01EA4FF6B	COL1A1_a2b1 complex	simple:P02452	complex:a2b1 complex	COL1A1		True	False	False	curated	True	0.282	0.0	0.14	0.0	0.138	0.213	0.138	0.147	0.0	0.136	0.158	0.0	0.016	0.0	0.014	0.089	0.014	0.023	0.0	0.012	0.153	0.0	0.012	0.0	0.01	0.085	0.01	0.019	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.157	0.0	0.016	0.0	0.014	0.089	0.014	0.023	0.0	0.012	0.835	0.0	0.693	0.0	0.692	0.766	0.691	0.7	0.0	0.69	0.158	0.0	0.017	0.0	0.015	0.09	0.015	0.023	0.0	0.013	0.153	0.0	0.012	0.0	0.01	0.085	0.01	0.019	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.174	0.0	0.033	0.0	0.031	0.106	0.031	0.04	0.0	0.029
CPI-SC036D78A43	COL2A1_a2b1 complex	simple:P02458	complex:a2b1 complex	COL2A1		True	False	False	curated	True	0.155	0.0	0.014	0.0	0.012	0.087	0.012	0.02	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.013	0.0	0.011	0.086	0.011	0.02	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC054484F7B	COL3A1_a2b1 complex	simple:P02461	complex:a2b1 complex	COL3A1		True	False	False	curated	True	0.265	0.0	0.123	0.0	0.121	0.196	0.121	0.13	0.0	0.119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149	0.0	0.008	0.0	0.006	0.081	0.006	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.878	0.0	0.737	0.0	0.735	0.809	0.735	0.743	0.0	0.733	0.154	0.0	0.012	0.0	0.01	0.085	0.01	0.019	0.0	0.008	0.154	0.0	0.013	0.0	0.011	0.086	0.011	0.02	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.011	0.0	0.009	0.084	0.009	0.018	0.0	0.007
CPI-SC02392F4AF	COL4A1_a2b1 complex	simple:P02462	complex:a2b1 complex	COL4A1		True	False	False	curated	True	0.286	0.0	0.145	0.0	0.143	0.217	0.143	0.151	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.725	0.0	0.584	0.0	0.582	0.657	0.582	0.59	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.0	0.009	0.0	0.007	0.082	0.007	0.016	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.157	0.0	0.016	0.0	0.014	0.089	0.014	0.022	0.0	0.012
CPI-SC01FFC9392	FN1_a2b1 complex	simple:P02751	complex:a2b1 complex	FN1		True	False	False	curated	True	0.29	0.0	0.149	0.0	0.147	0.222	0.147	0.156	0.0	0.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149	0.0	0.008	0.0	0.006	0.081	0.006	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.178	0.0	0.176	0.251	0.176	0.185	0.0	0.174	0.673	0.0	0.532	0.0	0.53	0.604	0.53	0.538	0.0	0.528	0.156	0.0	0.015	0.0	0.013	0.088	0.013	0.022	0.0	0.011	0.151	0.0	0.01	0.0	0.008	0.082	0.008	0.016	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.183	0.0	0.042	0.0	0.04	0.115	0.04	0.049	0.0	0.038
CPI-SC0CA7B34A5	COL5A2_a2b1 complex	simple:P05997	complex:a2b1 complex	COL5A2		True	False	False	curated	True	0.23	0.0	0.089	0.0	0.087	0.162	0.087	0.096	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.008	0.0	0.006	0.081	0.006	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.0	0.009	0.0	0.007	0.082	0.007	0.016	0.0	0.005	0.691	0.0	0.55	0.0	0.548	0.623	0.548	0.557	0.0	0.546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149	0.0	0.008	0.0	0.006	0.081	0.006	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.0	0.017	0.0	0.015	0.09	0.015	0.024	0.0	0.013
CPI-SC05CCF815E	COL1A2_a2b1 complex	simple:P08123	complex:a2b1 complex	COL1A2		True	False	False	curated	True	0.274	0.0	0.133	0.0	0.131	0.205	0.131	0.139	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.902	0.0	0.761	0.0	0.759	0.834	0.759	0.768	0.0	0.757	0.151	0.0	0.01	0.0	0.008	0.083	0.008	0.017	0.0	0.006	0.154	0.0	0.012	0.0	0.011	0.085	0.01	0.019	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.156	0.0	0.014	0.0	0.012	0.087	0.012	0.021	0.0	0.01
CPI-SC07222A428	COL4A2_a2b1 complex	simple:P08572	complex:a2b1 complex	COL4A2		True	False	False	curated	True	0.437	0.0	0.295	0.0	0.294	0.368	0.293	0.302	0.0	0.292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.008	0.0	0.007	0.081	0.006	0.015	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155	0.0	0.014	0.0	0.012	0.087	0.012	0.02	0.0	0.01	0.827	0.0	0.685	0.0	0.683	0.758	0.683	0.692	0.0	0.681	0.15	0.0	0.009	0.0	0.007	0.082	0.007	0.015	0.0	0.005	0.15	0.0	0.009	0.0	0.007	0.081	0.007	0.015	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.0	0.018	0.0	0.016	0.091	0.016	0.025	0.0	0.014
CPI-SC0FBFA176B	COL11A1_a2b1 complex	simple:P12107	complex:a2b1 complex	COL11A1		True	False	False	curated	True	0.15	0.0	0.009	0.0	0.007	0.081	0.007	0.015	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222	0.0	0.081	0.0	0.079	0.154	0.079	0.088	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC08D8A859F	COL6A1_a2b1 complex	simple:P12109	complex:a2b1 complex	COL6A1		True	False	False	curated	True	0.239	0.0	0.098	0.0	0.096	0.171	0.096	0.105	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.013	0.0	0.011	0.085	0.01	0.019	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.0	0.01	0.0	0.008	0.082	0.008	0.016	0.0	0.006	0.812	0.0	0.671	0.0	0.669	0.744	0.669	0.678	0.0	0.667	0.158	0.0	0.016	0.0	0.015	0.089	0.014	0.023	0.0	0.012	0.155	0.0	0.014	0.0	0.012	0.087	0.012	0.02	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.026	0.0	0.024	0.099	0.024	0.033	0.0	0.022
CPI-SC0814068D9	COL6A2_a2b1 complex	simple:P12110	complex:a2b1 complex	COL6A2		True	False	False	curated	True	0.291	0.0	0.15	0.0	0.148	0.222	0.148	0.156	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.0	0.018	0.0	0.016	0.091	0.016	0.025	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.156	0.0	0.015	0.0	0.013	0.087	0.013	0.021	0.0	0.011	0.858	0.0	0.716	0.0	0.714	0.789	0.714	0.723	0.0	0.712	0.152	0.0	0.011	0.0	0.009	0.084	0.009	0.018	0.0	0.007	0.159	0.0	0.018	0.0	0.016	0.09	0.016	0.024	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.0	0.017	0.0	0.015	0.09	0.015	0.024	0.0	0.013
CPI-SC0D870AE49	COL6A3_a2b1 complex	simple:P12111	complex:a2b1 complex	COL6A3		True	False	False	curated	True	0.186	0.0	0.045	0.0	0.043	0.118	0.043	0.051	0.0	0.041	0.158	0.0	0.016	0.0	0.014	0.089	0.014	0.023	0.0	0.012	0.155	0.0	0.014	0.0	0.012	0.087	0.012	0.02	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.009	0.0	0.007	0.082	0.007	0.016	0.0	0.005	0.712	0.0	0.57	0.0	0.569	0.643	0.568	0.577	0.0	0.567	0.154	0.0	0.013	0.0	0.011	0.086	0.011	0.02	0.0	0.009	0.165	0.0	0.024	0.0	0.022	0.097	0.022	0.031	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153	0.0	0.011	0.0	0.009	0.084	0.009	0.018	0.0	0.007
CPI-SC0E4E54E13	COL11A2_a2b1 complex	simple:P13942	complex:a2b1 complex	COL11A2		True	False	False	curated	True	0.155	0.0	0.013	0.0	0.011	0.086	0.011	0.02	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.009	0.0	0.007	0.082	0.007	0.016	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.008	0.0	0.007	0.081	0.006	0.015	0.0	0.005	0.151	0.0	0.01	0.0	0.008	0.083	0.008	0.016	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC08F797F90	COL9A1_a2b1 complex	simple:P20849	complex:a2b1 complex	COL9A1		True	False	False	curated	True	0.177	0.0	0.036	0.0	0.034	0.109	0.034	0.043	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.234	0.0	0.093	0.0	0.091	0.166	0.091	0.1	0.0	0.089	0.15	0.0	0.008	0.0	0.007	0.081	0.006	0.015	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163	0.0	0.022	0.0	0.02	0.095	0.02	0.028	0.0	0.018	0.154	0.0	0.012	0.0	0.01	0.085	0.01	0.019	0.0	0.008
CPI-SC035134F18	COL5A1_a2b1 complex	simple:P20908	complex:a2b1 complex	COL5A1		True	False	False	curated	True	0.21	0.0	0.069	0.0	0.067	0.142	0.067	0.076	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153	0.0	0.012	0.0	0.01	0.085	0.01	0.018	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.583	0.0	0.442	0.0	0.44	0.515	0.44	0.449	0.0	0.438	0.156	0.0	0.015	0.0	0.013	0.087	0.013	0.021	0.0	0.011	0.173	0.0	0.032	0.0	0.03	0.105	0.03	0.039	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.013	0.0	0.011	0.085	0.011	0.019	0.0	0.009
CPI-SC04B354AE3	COL8A2_a2b1 complex	simple:P25067	complex:a2b1 complex	COL8A2		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.173	0.0	0.032	0.0	0.03	0.104	0.029	0.038	0.0	0.028	0.194	0.0	0.053	0.0	0.051	0.125	0.051	0.059	0.0	0.049	0.15	0.0	0.008	0.0	0.006	0.081	0.006	0.015	0.0	0.004	0.149	0.0	0.008	0.0	0.006	0.081	0.006	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.0	0.018	0.0	0.016	0.091	0.016	0.025	0.0	0.014
CPI-SC0FC645961	COL5A3_a2b1 complex	simple:P25940	complex:a2b1 complex	COL5A3		True	False	False	curated	True	0.162	0.0	0.021	0.0	0.019	0.093	0.019	0.027	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.108	0.0	0.106	0.181	0.106	0.115	0.0	0.104	0.157	0.0	0.016	0.0	0.014	0.089	0.014	0.022	0.0	0.012	0.171	0.0	0.03	0.0	0.028	0.103	0.028	0.037	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153	0.0	0.012	0.0	0.01	0.085	0.01	0.018	0.0	0.008
CPI-SC058845C44	COL8A1_a2b1 complex	simple:P27658	complex:a2b1 complex	COL8A1		True	False	False	curated	True	0.174	0.0	0.033	0.0	0.031	0.105	0.031	0.039	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.396	0.0	0.254	0.0	0.252	0.327	0.252	0.261	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149	0.0	0.008	0.0	0.006	0.081	0.006	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC09C0B5D08	COL4A5_a2b1 complex	simple:P29400	complex:a2b1 complex	COL4A5		True	False	False	curated	True	0.153	0.0	0.012	0.0	0.01	0.085	0.01	0.019	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.287	0.0	0.146	0.0	0.144	0.219	0.144	0.153	0.0	0.142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.008	0.0	0.007	0.081	0.006	0.015	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC039D075C6	COL15A1_a2b1 complex	simple:P39059	complex:a2b1 complex	COL15A1		True	False	False	curated	True	0.181	0.0	0.039	0.0	0.038	0.112	0.037	0.046	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.008	0.0	0.006	0.081	0.006	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.295	0.0	0.154	0.0	0.152	0.227	0.152	0.16	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149	0.0	0.008	0.0	0.006	0.081	0.006	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC04B0064C4	COL18A1_a2b1 complex	simple:P39060	complex:a2b1 complex	COL18A1		True	False	False	curated	True	0.291	0.0	0.15	0.0	0.148	0.223	0.148	0.157	0.0	0.146	0.161	0.0	0.02	0.0	0.018	0.093	0.018	0.027	0.0	0.016	0.171	0.0	0.029	0.0	0.027	0.102	0.027	0.036	0.0	0.025	0.8	0.0	0.658	0.0	0.657	0.731	0.656	0.665	0.0	0.655	0.171	0.0	0.03	0.0	0.028	0.103	0.028	0.037	0.0	0.026	0.647	0.0	0.505	0.0	0.504	0.578	0.503	0.512	0.0	0.502	0.195	0.0	0.054	0.0	0.052	0.127	0.052	0.061	0.0	0.05	0.184	0.0	0.043	0.0	0.041	0.116	0.041	0.05	0.0	0.039	0.334	0.0	0.193	0.0	0.191	0.265	0.191	0.199	0.0	0.189	0.194	0.0	0.052	0.0	0.05	0.125	0.05	0.059	0.0	0.048
CPI-SC03DD752AB	COL4A4_a2b1 complex	simple:P53420	complex:a2b1 complex	COL4A4		True	False	False	curated	True	0.163	0.0	0.021	0.0	0.02	0.094	0.019	0.028	0.0	0.018	0.155	0.0	0.013	0.0	0.011	0.086	0.011	0.02	0.0	0.009	0.15	0.0	0.008	0.0	0.006	0.081	0.006	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155	0.0	0.013	0.0	0.011	0.086	0.011	0.02	0.0	0.009	0.16	0.0	0.018	0.0	0.016	0.091	0.016	0.025	0.0	0.014	0.242	0.0	0.1	0.0	0.098	0.173	0.098	0.107	0.0	0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162	0.0	0.02	0.0	0.018	0.093	0.018	0.027	0.0	0.016
CPI-SC052A417CB	COL4A3_a2b1 complex	simple:Q01955	complex:a2b1 complex	COL4A3		True	False	False	curated	True	0.154	0.0	0.013	0.0	0.011	0.086	0.011	0.019	0.0	0.009	0.27	0.0	0.129	0.0	0.127	0.202	0.127	0.136	0.0	0.125	0.15	0.0	0.008	0.0	0.006	0.081	0.006	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.157	0.0	0.016	0.0	0.014	0.089	0.014	0.023	0.0	0.012	0.208	0.0	0.067	0.0	0.065	0.14	0.065	0.074	0.0	0.063	0.149	0.0	0.008	0.0	0.006	0.081	0.006	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC08A98E7D4	COL7A1_a2b1 complex	simple:Q02388	complex:a2b1 complex	COL7A1		True	False	False	curated	True	0.158	0.0	0.016	0.0	0.014	0.089	0.014	0.023	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153	0.0	0.012	0.0	0.01	0.084	0.01	0.018	0.0	0.008	0.281	0.0	0.139	0.0	0.137	0.212	0.137	0.146	0.0	0.135	0.15	0.0	0.009	0.0	0.007	0.082	0.007	0.016	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.161	0.0	0.019	0.0	0.017	0.092	0.017	0.026	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
