gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	MT-CD45-	MT-Lymphoid-B	MT-Lymphoid-T-NK	MT-MAST	MT-Myeloid	PT-CD45-	PT-Lymphoid-B	PT-Lymphoid-T-NK	PT-MAST	PT-Myeloid
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	0.0	0.0	0.002	0.0	0.012	0.002	0.002	0.001	0.0	0.014
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS00150FB64	0.341	0.996	1.269	0.0	1.089	0.798	1.271	1.533	0.928	1.284
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS05CE87F88	0.0	0.0	0.002	0.0	0.012	0.002	0.002	0.001	0.0	0.014
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.058	0.322	1.324	1.821	0.845	0.076	0.393	1.26	0.288	1.195
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.003	0.045	0.134	0.0	0.28	0.028	0.102	0.237	0.0	1.212
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.053	0.406	1.895	0.0	0.759	0.066	0.442	1.56	0.103	0.49
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.058	0.322	1.324	1.821	0.845	0.076	0.393	1.26	0.288	1.195
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.035	0.0	0.052	2.152	0.034	0.505	0.047	0.169	1.1	0.205
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	0.058	0.322	1.324	1.821	0.845	0.076	0.393	1.26	0.288	1.195
CCL4	P13236	False	CCL4_HUMAN		CPI-SS008F83E02	0.058	0.322	1.324	1.821	0.845	0.076	0.393	1.26	0.288	1.195
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0A3569604	0.01	0.0	0.0	0.0	0.0	0.239	0.0	0.001	0.028	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	0.003	0.045	0.134	0.0	0.28	0.028	0.102	0.237	0.0	1.212
GCG	P01275	False	GLUC_HUMAN		CPI-SS01A29DD97	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.01	0.0	0.0	0.0	0.0	0.239	0.0	0.001	0.028	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.003	0.073	0.001	0.0	0.007	0.151	0.291	0.0	0.0	0.016
IGF2	P01344	False	IGF2_HUMAN		CPI-SS042A6F835	0.01	0.0	0.0	0.0	0.0	0.239	0.0	0.001	0.028	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.043	0.0	0.0	0.0	0.0	0.111	0.0	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	0.811	0.384	0.164	0.0	1.859	1.239	0.708	0.143	0.809	1.371
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0.525	0.724	0.575	1.302	0.791	0.693	0.679	0.586	0.885	0.761
BDNF	P23560	False	BDNF_HUMAN		CPI-SS03F0B666C	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0.04	0.158	0.033	0.0	0.007	0.096	0.042	0.027	0.0	0.085
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0.007	0.2	0.851	0.0	0.347	0.047	0.181	0.837	0.029	0.265
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0.532	0.667	0.155	0.0	0.215	0.576	0.728	0.24	0.275	0.224
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS07A97B3E2	0.044	0.152	0.668	0.0	0.522	0.162	0.229	0.858	0.207	1.413
GAL	P22466	False	GALA_HUMAN		CPI-SS0471FCFF3	0.007	0.0	0.0	0.0	0.003	0.008	0.0	0.0	0.0	0.0
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS0CCB8E3D3	0.044	0.152	0.668	0.0	0.522	0.162	0.229	0.858	0.207	1.413
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	0.018	0.132	0.34	1.639	0.185	0.019	0.12	0.339	0.104	0.496
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BD9F32BA	0.536	0.15	0.095	1.302	1.011	0.526	0.105	0.135	0.338	0.734
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	0.018	0.132	0.34	1.639	0.185	0.019	0.12	0.339	0.104	0.496
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.008	0.0	0.0	0.0	0.013	0.327	0.0	0.005	0.026	0.087
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	0.018	0.132	0.34	1.639	0.185	0.019	0.12	0.339	0.104	0.496
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	0.248	0.043	0.001	0.0	0.278	0.46	0.055	0.019	0.0	0.295
TNF	P01375	False	TNFA_HUMAN		CPI-SS09C917D22	0.018	0.132	0.34	1.639	0.185	0.019	0.12	0.339	0.104	0.496
TNF	P01375	False	TNFA_HUMAN		CPI-SS03B8E2D7A	0.018	0.132	0.34	1.639	0.185	0.019	0.12	0.339	0.104	0.496
ICOSLG	O75144	False	ICOSL_HUMAN		CPI-SS0E4B1484B	0.029	0.039	0.012	0.0	0.156	0.053	0.052	0.005	0.028	0.267
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	0.018	0.132	0.34	1.639	0.185	0.019	0.12	0.339	0.104	0.496
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	0.004	0.101	0.1	0.0	0.03	0.008	0.092	0.118	0.0	0.045
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0F9B3B259	0.182	0.032	0.0	0.0	0.653	0.078	0.022	0.001	0.123	0.45
TNF	P01375	False	TNFA_HUMAN		CPI-SS08B7D54A3	0.018	0.132	0.34	1.639	0.185	0.019	0.12	0.339	0.104	0.496
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0A83A7E30	0.182	0.032	0.0	0.0	0.653	0.078	0.022	0.001	0.123	0.45
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	0.018	0.132	0.34	1.639	0.185	0.019	0.12	0.339	0.104	0.496
LTA	P01374	False	TNFB_HUMAN		CPI-SS07D9A48A2	0.004	0.101	0.1	0.0	0.03	0.008	0.092	0.118	0.0	0.045
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0.018	0.132	0.34	1.639	0.185	0.019	0.12	0.339	0.104	0.496
LTA	P01374	False	TNFB_HUMAN		CPI-SS0D5C54214	0.004	0.101	0.1	0.0	0.03	0.008	0.092	0.118	0.0	0.045
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	0.446	0.11	0.251	1.302	0.308	0.473	0.131	0.236	0.929	0.187
TNF	P01375	False	TNFA_HUMAN		CPI-SS0FBC9234C	0.018	0.132	0.34	1.639	0.185	0.019	0.12	0.339	0.104	0.496
PTN	P21246	False	PTN_HUMAN		CPI-SS00F4DDF4B	0.056	0.0	0.003	0.0	0.0	0.214	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS034B442CE	0.018	0.132	0.34	1.639	0.185	0.019	0.12	0.339	0.104	0.496
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS003610FF9	0.128	0.154	0.4	0.0	0.172	0.026	0.176	0.373	0.0	0.226
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS056BE1011	0.067	0.017	0.07	0.0	0.592	0.031	0.024	0.054	0.048	0.739
CCR7	P32248	False	CCR7_HUMAN		CPI-SS098EFF959	0.024	0.899	0.492	1.302	0.289	0.024	0.494	0.469	0.05	0.535
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0F8C664D9	0.128	0.154	0.4	0.0	0.172	0.026	0.176	0.373	0.0	0.226
CCR6	P51684	False	CCR6_HUMAN		CPI-SS07F015051	0.012	0.635	0.505	0.0	0.211	0.052	0.26	0.557	0.06	0.264
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FAF4BB9E	0.28	0.012	0.269	0.0	0.145	0.071	0.038	0.243	0.109	0.09
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS08E13FAF2	0.0	0.025	0.0	0.0	0.005	0.0	0.0	0.0	0.052	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0DD547726	0.0	0.022	0.04	0.0	0.09	0.006	0.045	0.031	0.0	0.024
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0DBA4D668	0.28	0.012	0.269	0.0	0.145	0.071	0.038	0.243	0.109	0.09
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS07155793F	0.034	0.0	0.0	0.0	0.064	0.6	0.008	0.008	0.0	0.164
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0DCA69916	0.0	0.471	0.007	0.0	0.0	0.005	0.495	0.008	0.0	0.006
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0AA47D179	0.0	0.471	0.007	0.0	0.0	0.005	0.495	0.008	0.0	0.006
CD27	P26842	False	CD27_HUMAN		CPI-SS0D4BF6CA3	0.016	0.614	0.434	0.0	0.119	0.021	1.305	0.474	0.022	0.138
CD40	P25942	False	TNR5_HUMAN		CPI-SS083296041	0.105	0.491	0.017	0.0	0.152	0.429	0.471	0.024	0.098	0.479
CD40	P25942	False	TNR5_HUMAN		CPI-SS05834E385	0.105	0.491	0.017	0.0	0.152	0.429	0.471	0.024	0.098	0.479
HLA-DRB1	HLADRB1	False	HLADRB1		CPI-SS0EF0750A7	0.205	2.178	1.143	0.0	2.407	0.297	1.283	1.142	0.499	2.454
NGFR	P08138	False	TNR16_HUMAN		CPI-SS09F430F14	0.027	0.0	0.027	1.302	0.018	0.022	0.002	0.016	0.0	0.016
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0A93C11C8	0.027	0.0	0.027	1.302	0.018	0.022	0.002	0.016	0.0	0.016
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS01BCB9360	0.005	0.0	0.045	0.0	0.04	0.325	0.012	0.051	0.0	0.021
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS0C23EF34B	0.005	0.0	0.045	0.0	0.04	0.325	0.012	0.051	0.0	0.021
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS07D71C546	0.131	0.225	0.116	1.941	0.536	0.342	0.196	0.135	0.371	0.51
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS027CDEA08	0.131	0.225	0.116	1.941	0.536	0.342	0.196	0.135	0.371	0.51
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS012B7C21D	0.111	0.045	0.083	0.0	0.142	0.254	0.061	0.103	0.091	0.159
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS00D153A8A	0.049	0.0	0.003	0.0	0.077	0.124	0.027	0.004	0.047	0.104
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	0.131	0.225	0.116	1.941	0.536	0.342	0.196	0.135	0.371	0.51
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.111	0.045	0.083	0.0	0.142	0.254	0.061	0.103	0.091	0.159
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS09D379E5B	0.049	0.0	0.003	0.0	0.077	0.124	0.027	0.004	0.047	0.104
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS02770D68F	0.131	0.225	0.116	1.941	0.536	0.342	0.196	0.135	0.371	0.51
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS08C3D27F7	0.111	0.045	0.083	0.0	0.142	0.254	0.061	0.103	0.091	0.159
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS05FEE05CB	0.049	0.0	0.003	0.0	0.077	0.124	0.027	0.004	0.047	0.104
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0C4D54E39	0.139	0.0	0.0	0.0	0.022	0.43	0.004	0.001	0.0	0.004
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.111	0.045	0.083	0.0	0.142	0.254	0.061	0.103	0.091	0.159
FZD6	O60353	False	FZD6_HUMAN		CPI-SS0FA326344	0.09	0.033	0.016	0.0	0.011	0.159	0.054	0.018	0.026	0.023
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.111	0.045	0.083	0.0	0.142	0.254	0.061	0.103	0.091	0.159
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	0.985	0.387	0.504	1.302	0.596	0.859	0.531	0.54	0.842	0.494
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5AF12B6	0.111	0.045	0.083	0.0	0.142	0.254	0.061	0.103	0.091	0.159
FZD9	O00144	False	FZD9_HUMAN		CPI-SS030EDC420	0.01	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.004
FZD9	O00144	False	FZD9_HUMAN		CPI-SS05C2D0200	0.01	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.004
FZD9	O00144	False	FZD9_HUMAN		CPI-SS09FF3A1EA	0.01	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.004
GPR25	O00155	False	GPR25_HUMAN		CPI-SS0EECD7662	0.0	0.0	0.025	0.0	0.0	0.003	0.053	0.096	0.0	0.015
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B7BC0E4D	0.099	0.0	0.002	0.0	0.02	0.05	0.0	0.001	0.0	0.134
CCL16	O15467	False	CCL16_HUMAN		CPI-SS093922D5A	0.089	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0CF0E4DE9	0.055	0.0	0.0	0.0	0.061	0.535	0.003	0.002	0.024	0.055
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B0AC1603	0.099	0.0	0.002	0.0	0.02	0.05	0.0	0.001	0.0	0.134
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08BFF4F9B	0.003	0.045	0.134	0.0	0.28	0.028	0.102	0.237	0.0	1.212
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F6B529A1	0.053	0.406	1.895	0.0	0.759	0.066	0.442	1.56	0.103	0.49
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS0C6311D2D	0.009	0.011	0.092	0.0	0.33	0.044	0.053	0.254	0.0	1.33
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0F33890C0	0.0	0.0	0.0	0.0	0.0	0.167	0.0	0.0	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS0348B76E5	0.089	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08DA48A5A	0.003	0.045	0.134	0.0	0.28	0.028	0.102	0.237	0.0	1.212
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.053	0.406	1.895	0.0	0.759	0.066	0.442	1.56	0.103	0.49
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS0817CE2B3	0.009	0.011	0.092	0.0	0.33	0.044	0.053	0.254	0.0	1.33
CCL16	O15467	False	CCL16_HUMAN		CPI-SS04587A7C5	0.089	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0DBFB8BEA	0.055	0.0	0.0	0.0	0.061	0.535	0.003	0.002	0.024	0.055
CCL5	P13501	False	CCL5_HUMAN		CPI-SS05B7D3407	0.053	0.406	1.895	0.0	0.759	0.066	0.442	1.56	0.103	0.49
PF4	P02776	False	PLF4_HUMAN		CPI-SS03821C2C6	0.214	0.0	0.001	0.0	0.0	0.041	0.0	0.0	0.0	0.0
CXCL1	P09341	False	GROA_HUMAN		CPI-SS052BBD9F9	0.201	0.0	0.001	0.0	0.016	0.467	0.007	0.005	0.0	0.225
CXCL8	P10145	False	IL8_HUMAN		CPI-SS0911EECCC	0.202	0.061	0.049	0.0	0.74	0.464	0.049	0.09	0.044	1.397
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS0ABF41CAA	0.002	0.0	0.0	0.0	0.026	0.028	0.002	0.002	0.0	0.103
CCL8	P80075	False	CCL8_HUMAN		CPI-SS008700E67	0.018	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.01
CCL7	P80098	False	CCL7_HUMAN		CPI-SS07EC65CED	0.0	0.0	0.0	0.0	0.025	0.001	0.0	0.0	0.0	0.006
CCL2	P13500	False	CCL2_HUMAN		CPI-SS08B249DBA	0.055	0.0	0.0	0.0	0.061	0.535	0.003	0.002	0.024	0.055
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F3BF2B34	0.053	0.406	1.895	0.0	0.759	0.066	0.442	1.56	0.103	0.49
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0CB2E8B21	0.0	0.0	0.0	0.0	0.0	0.167	0.0	0.0	0.0	0.0
CCL21	O00585	False	CCL21_HUMAN		CPI-SS0ECD9BB5E	0.006	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
CCL25	O15444	False	CCL25_HUMAN		CPI-SS0CCD89E02	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	0.0	0.038	0.031	0.0	0.004	0.013	0.033	0.067	0.0	0.04
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS00AEC3818	0.006	0.0	0.0	0.0	0.004	0.033	0.0	0.003	0.0	0.129
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0EA05941A	0.053	0.406	1.895	0.0	0.759	0.066	0.442	1.56	0.103	0.49
CCL22	O00626	False	CCL22_HUMAN		CPI-SS052B38F1C	0.0	0.0	0.012	0.0	0.147	0.0	0.013	0.012	0.0	0.19
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS04641FE5F	0.009	0.011	0.092	0.0	0.33	0.044	0.053	0.254	0.0	1.33
GCG	P01275	False	GLUC_HUMAN		CPI-SS006FB5198	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	0.0	0.0	0.012	0.0	0.147	0.0	0.013	0.012	0.0	0.19
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0CC738ABC	0.008	0.0	0.001	0.0	0.0	0.044	0.0	0.001	0.0	0.045
VIP	P01282	False	VIP_HUMAN		CPI-SS0F9BBC31B	0.005	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS0FDAB7BA8	0.0	0.0	0.001	0.0	0.052	0.042	0.024	0.011	0.0	0.132
PYY	P10082	False	PYY_HUMAN		CPI-SS0FAE7ABEF	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0D377BBBF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	0.477	0.0	0.001	0.0	0.658	0.971	0.01	0.017	0.0	1.058
PF4	P02776	False	PLF4_HUMAN		CPI-SS01A6823FA	0.214	0.0	0.001	0.0	0.0	0.041	0.0	0.0	0.0	0.0
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS09FAC4977	0.008	0.0	0.001	0.0	0.0	0.044	0.0	0.001	0.0	0.045
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS080683E15	0.0	0.0	0.001	0.0	0.052	0.042	0.024	0.011	0.0	0.132
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0EFE0B07A	0.032	0.0	0.0	0.0	0.018	0.217	0.0	0.002	0.0	0.021
CXCL1	P09341	False	GROA_HUMAN		CPI-SS0C62E5DD8	0.201	0.0	0.001	0.0	0.016	0.467	0.007	0.005	0.0	0.225
CXCL8	P10145	False	IL8_HUMAN		CPI-SS0698C4DC4	0.202	0.061	0.049	0.0	0.74	0.464	0.049	0.09	0.044	1.397
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS040630206	0.477	0.0	0.001	0.0	0.658	0.971	0.01	0.017	0.0	1.058
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS0D04AE221	0.578	0.027	0.005	0.0	0.387	0.511	0.013	0.012	0.034	0.864
CXCL1	P09341	False	GROA_HUMAN		CPI-SS08102DC9E	0.201	0.0	0.001	0.0	0.016	0.467	0.007	0.005	0.0	0.225
CXCL8	P10145	False	IL8_HUMAN		CPI-SS0315F51DD	0.202	0.061	0.049	0.0	0.74	0.464	0.049	0.09	0.044	1.397
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	0.477	0.0	0.001	0.0	0.658	0.971	0.01	0.017	0.0	1.058
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	0.578	0.027	0.005	0.0	0.387	0.511	0.013	0.012	0.034	0.864
CALCB	P10092	False	CALCB_HUMAN		CPI-SS07CF0C6E7	0.001	0.02	0.012	0.0	0.015	0.003	0.019	0.028	0.0	0.0
CCL21	O00585	False	CCL21_HUMAN		CPI-SS06C0074BD	0.006	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
CCL25	O15444	False	CCL25_HUMAN		CPI-SS039863E62	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS0C2437E0D	0.0	0.038	0.031	0.0	0.004	0.013	0.033	0.067	0.0	0.04
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0747FCACD	0.008	0.0	0.001	0.0	0.0	0.044	0.0	0.001	0.0	0.045
VIP	P01282	False	VIP_HUMAN		CPI-SS07835EECF	0.005	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
AVP	P01185	False	NEU2_HUMAN		CPI-SS00399ED03	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.007
VIP	P01282	False	VIP_HUMAN		CPI-SS0C8A09915	0.005	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS062DED513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194	0.0
GHRH	P01286	False	SLIB_HUMAN		CPI-SS003AFD9BA	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCT	P09683	False	SECR_HUMAN		CPI-SS0EC70F078	0.089	0.0	0.0	0.0	0.041	0.061	0.001	0.003	0.0	0.062
VIP	P01282	False	VIP_HUMAN		CPI-SS05B60E59C	0.005	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS02CCE14A7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0445D021B	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0A9F17199	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS04A7BCE8D	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS0230EE330	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0098B5107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194	0.0
SCT	P09683	False	SECR_HUMAN		CPI-SS021F26C73	0.089	0.0	0.0	0.0	0.041	0.061	0.001	0.003	0.0	0.062
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0133239EA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BC7CD11B	0.536	0.15	0.095	1.302	1.011	0.526	0.105	0.135	0.338	0.734
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0419B80C4	0.536	0.15	0.095	1.302	1.011	0.526	0.105	0.135	0.338	0.734
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.078	0.0	0.013	0.0	0.049	0.076	0.002	0.005	0.0	0.074
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	0.34	0.029	0.002	0.0	0.004	0.887	0.133	0.007	0.0	0.016
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0984C2931	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS014958F32	0.536	0.15	0.095	1.302	1.011	0.526	0.105	0.135	0.338	0.734
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0339AE950	0.06	0.014	0.0	0.0	0.53	0.124	0.042	0.002	0.04	0.646
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0A9FB762A	0.536	0.15	0.095	1.302	1.011	0.526	0.105	0.135	0.338	0.734
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	0.042	0.0	0.0	1.302	0.0	0.14	0.0	0.0	0.022	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	0.004	0.0	0.0	0.0	0.053	0.509	0.008	0.001	0.0	0.048
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS002DF6C31	0.536	0.15	0.095	1.302	1.011	0.526	0.105	0.135	0.338	0.734
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS08877A081	0.536	0.15	0.095	1.302	1.011	0.526	0.105	0.135	0.338	0.734
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	0.536	0.15	0.095	1.302	1.011	0.526	0.105	0.135	0.338	0.734
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS09C52F54E	0.536	0.15	0.095	1.302	1.011	0.526	0.105	0.135	0.338	0.734
MDK	P21741	False	MK_HUMAN		CPI-SS083CBFACD	0.34	0.029	0.002	0.0	0.004	0.887	0.133	0.007	0.0	0.016
WISP3	O95389	False	WISP3_HUMAN		CPI-SS0D3C90DDA	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS048346C2B	0.536	0.15	0.095	1.302	1.011	0.526	0.105	0.135	0.338	0.734
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.078	0.0	0.013	0.0	0.049	0.076	0.002	0.005	0.0	0.074
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	0.078	0.0	0.013	0.0	0.049	0.076	0.002	0.005	0.0	0.074
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	0.435	0.0	0.005	0.0	0.01	0.326	0.006	0.011	0.047	0.012
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SC033E22B14	0.078	0.0	0.013	0.0	0.049	0.076	0.002	0.005	0.0	0.074
