,max_Type,prop
FH-MED14,5,0.48148148148148145
RPN1-STK40,5,0.48148148148148145
CCND3-YIPF6,3,0.25925925925925924
AUP1-INPP5B,5,0.3333333333333333
TAOK3-PTEN,5,0.4074074074074074
PTGDS-TFG,2,0.37037037037037035
AKT2-PARP1,5,0.4074074074074074
MRPL36-RBM17,5,0.37037037037037035
RAF1-TAGLN2,5,0.4444444444444444
CDK9-FLT3,3,0.37037037037037035
BSG-STMN1,3,0.3333333333333333
COA3-TTC4,5,0.6296296296296297
FBXW7-MTFMT,5,0.4074074074074074
NDUFAF4-LYRM7,4,0.3333333333333333
KRAS-ITK,2,0.4444444444444444
INTS5-TOMM22,5,0.3333333333333333
PTPN12-ZNF213,2,0.5185185185185185
TOP1-FH,5,0.4074074074074074
PTTG1-FOXRED2,1,0.37037037037037035
HMBOX1-MTMR9,4,0.3333333333333333
FOXRED2-L3MBTL2,1,0.4444444444444444
CALU-CD276,5,0.4444444444444444
MUS81-PFDN2,5,0.37037037037037035
HRAS-NCKIPSD,3,0.4444444444444444
MCPH1-NRAS,5,0.48148148148148145
NRAS-PPP2R1B,5,0.48148148148148145
CHEK1-NPRL2,2,0.5185185185185185
BCL2L1-MAPK1,5,0.37037037037037035
METAP2-TAF2,5,0.4074074074074074
DARS2-MEF2C,5,0.37037037037037035
ENPP2-PAICS,3,0.48148148148148145
MYC-PRPF8,5,0.37037037037037035
MTR-ITGB1,5,0.4074074074074074
NRAS-PAFAH1B1,5,0.48148148148148145
GNPAT-INTS5,5,0.4444444444444444
CPNE1-ERI1,5,0.4074074074074074
MED24-RPS18,4,0.37037037037037035
ERGIC3-PIGT,5,0.37037037037037035
COPS2-PELO,5,0.4444444444444444
LEO1-MAX,4,0.2962962962962963
MARCO-ZCCHC10,5,0.37037037037037035
NOL10-PSMD1,5,0.4074074074074074
NASP-HNRNPA1,4,0.2962962962962963
CATSPER1-NRAS,5,0.5185185185185185
MED1-POU2F1,5,0.4444444444444444
PANX1-PTPRN2,5,0.37037037037037035
BRD4-PTEN,5,0.48148148148148145
CCDC12-MRPS25,5,0.5185185185185185
MITF-RING1,5,0.5185185185185185
ERGIC2-TMEM39B,5,0.4444444444444444
ATRN-POLR3F,3,0.4074074074074074
SLCO4A1-TADA3,5,0.37037037037037035
MTMR14-PHF20,5,0.48148148148148145
CMAS-LUC7L3,4,0.37037037037037035
ITPR2-BRCA1,2,0.25925925925925924
KRAS-TIMM50,5,0.4074074074074074
PIK3C2A-VAMP3,5,0.37037037037037035
MASTL-NRAS,5,0.48148148148148145
FLI1-PIK3R1,4,0.3333333333333333
CCND3-SERINC5,3,0.2962962962962963
ATM-POLD1,4,0.3333333333333333
NDUFA9-TUBGCP3,5,0.3333333333333333
RPL13-ZNF574,3,0.2962962962962963
POM121-S100B,3,0.4074074074074074
PLA2G4C-TST,4,0.37037037037037035
PTX3-RPP40,2,0.3333333333333333
DNAJB4-NME2,4,0.4074074074074074
RB1-ZNF341,1,0.25925925925925924
ATAD5-PNN,5,0.3333333333333333
MED24-MRPS27,3,0.37037037037037035
B3GNT2-PPP4R3B,5,0.4074074074074074
INTS5-SRP19,5,0.4074074074074074
AURKA-MED28,5,0.4444444444444444
MASTL-TRNAU1AP,5,0.48148148148148145
FADS2-HRAS,5,0.4074074074074074
ARHGAP6-MYC,5,0.4074074074074074
CACTIN-PELO,5,0.48148148148148145
PTEN-ZMIZ1,5,0.5185185185185185
CLSTN3-KRAS,1,0.25925925925925924
GTF3C3-YTHDC1,5,0.48148148148148145
PPP2R1A-PTCD1,2,0.48148148148148145
CAMKK1-IGF2BP3,2,0.48148148148148145
DDX46-PELO,5,0.37037037037037035
EPS8-NRM,3,0.37037037037037035
PPP2R1A-WDR7,5,0.4074074074074074
LAPTM4B-RGS1,1,0.18518518518518517
PTEN-ZWINT,2,0.25925925925925924
HNRNPH3-HNRNPM,5,0.4074074074074074
CASP2-IL17RE,2,0.5185185185185185
MBOAT7-ZBTB20,5,0.5185185185185185
GTF2H1-POLR2A,5,0.2962962962962963
POLR2K-SLC7A1,5,0.3333333333333333
NRAS-UQCR10,5,0.4074074074074074
ANAPC13-RBM25,5,0.37037037037037035
NAE1-THAP1,5,0.4444444444444444
PGK1-SSBP1,3,0.5185185185185185
MYC-PCGF6,5,0.4444444444444444
RNGTT-SPAG7,5,0.4444444444444444
INTS3-OGFOD1,5,0.4074074074074074
ACTN4-PRKAB2,5,0.3333333333333333
PHF20-LGALS3BP,3,0.37037037037037035
MED24-POLR2K,4,0.2962962962962963
ICAM1-NAE1,3,0.4074074074074074
RIC1-PTAR1,5,0.4074074074074074
ARHGAP31-CCDC9,5,0.4444444444444444
DCK-HIPK1,5,0.4074074074074074
PARVB-RBM39,5,0.4074074074074074
CXCL16-KRAS,3,0.4074074074074074
NACA-SNRPD3,4,0.2962962962962963
MRPL18-RNF146,3,0.37037037037037035
MED24-REXO2,5,0.48148148148148145
BCCIP-MCM5,4,0.37037037037037035
PROCR-RBM15,4,0.2962962962962963
ARHGAP17-MRPL19,5,0.3333333333333333
C1QB-ZNF513,3,0.37037037037037035
MRPS25-TTC4,5,0.48148148148148145
RAD9A-RELA,3,0.37037037037037035
DHX34-SLC16A7,5,0.48148148148148145
MBD3-MED24,3,0.37037037037037035
NRAS-UTP14A,5,0.4074074074074074
SMAD5-TP53,4,0.4074074074074074
G6PC3-NAGLU,5,0.4074074074074074
ABCF1-MDC1,5,0.4074074074074074
MUS81-TBCD,5,0.48148148148148145
FBXO5-MRPL18,3,0.2222222222222222
CHRFAM7A-RALY,3,0.3333333333333333
BRAP-TAGLN2,5,0.37037037037037035
CD14-LAD1,1,0.2222222222222222
SLC30A9-TTYH3,3,0.2962962962962963
DDX42-MED1,5,0.4444444444444444
PRKCSH-BRCA1,2,0.25925925925925924
GRB2-STAT5B,5,0.37037037037037035
HMGA1-LIG1,5,0.37037037037037035
UBE2O-UBTF,4,0.3333333333333333
CD59-DRAP1,4,0.3333333333333333
SERPINH1-BRCA1,1,0.25925925925925924
MYOF-CLIP1,5,0.4074074074074074
OGDH-TBRG4,5,0.5185185185185185
ARL2-EIF6,5,0.4444444444444444
VNN1-ZNF707,3,0.25925925925925924
MRPL13-ARFGEF2,4,0.4444444444444444
HOMER1-HRAS,5,0.4444444444444444
KRAS-PPP2CA,5,0.4074074074074074
KRAS-NEXN,5,0.25925925925925924
PSMD8-TMTC1,2,0.4074074074074074
BCL10-DDX10,5,0.4444444444444444
NPEPPS-PRKDC,5,0.5185185185185185
ABI3-NRAS,3,0.3333333333333333
CSK-GEN1,1,0.3333333333333333
ARHGAP17-OPA1,5,0.4444444444444444
TK1-TYK2,4,0.3333333333333333
NDUFA2-PPP2R1A,5,0.37037037037037035
MRPL3-PDCD10,5,0.4074074074074074
TNFRSF10B-USP1,5,0.48148148148148145
ARPC1B-CLCN4,1,0.5185185185185185
PSMA1-POLR2K,5,0.37037037037037035
NRAS-POLD3,5,0.4074074074074074
PPP2R2A-PTAR1,5,0.5185185185185185
IL10-ZNF703,3,0.48148148148148145
CSK-PAM,4,0.3333333333333333
ARIH1-FARSA,5,0.5555555555555556
SCN1B-BRCA1,2,0.2962962962962963
ABCC1-CBR1,3,0.4074074074074074
NRAS-PPWD1,5,0.4074074074074074
COPS4-MRPL42,5,0.4074074074074074
NACA-PPCS,3,0.37037037037037035
HNRNPM-KHSRP,5,0.5185185185185185
PSMD9-TIMM8A,5,0.37037037037037035
TOP1-ESD,5,0.48148148148148145
MED10-TAF2,5,0.4444444444444444
NFATC3-PARP12,5,0.48148148148148145
ATF7-TBC1D17,5,0.5555555555555556
CYP1B1-HECTD3,5,0.37037037037037035
TAF5-KRAS,5,0.3333333333333333
CLIC4-HRAS,5,0.4074074074074074
KRAS-PSMA7,3,0.3333333333333333
H6PD-WDR54,4,0.3333333333333333
NRAS-RIOK1,5,0.48148148148148145
PIK3C3-NFKB2,5,0.37037037037037035
PCNT-TP53,5,0.4444444444444444
KRAS-CDC73,5,0.48148148148148145
GGH-SCMH1,5,0.3333333333333333
SPI1-ZNF680,3,0.3333333333333333
KRAS-PHTF2,5,0.37037037037037035
ROCK2-SLC35B2,5,0.48148148148148145
NAE1-RB1,4,0.2962962962962963
DNTTIP1-LRRK1,3,0.37037037037037035
OGFOD1-ZNRD1,4,0.4074074074074074
ETAA1-LRRC59,1,0.2962962962962963
COMMD5-BRCA1,1,0.2222222222222222
PTEN-KIAA2026,5,0.4074074074074074
KDELR1-MYL12B,3,0.5555555555555556
GTF3C4-MYC,5,0.3333333333333333
KRAS-TMEM19,5,0.48148148148148145
CENPK-SLC39A9,1,0.3333333333333333
CSF1R-IL7,1,0.48148148148148145
CSF1R-EIF2AK1,3,0.3333333333333333
PTGS1-RBM39,5,0.3333333333333333
ANXA2-ACTN4,3,0.4444444444444444
CA2-MEN1,3,0.25925925925925924
PPIL4-TMEM189,5,0.3333333333333333
CLIC1-DUSP18,5,0.3333333333333333
PTTG1-PPARGC1B,4,0.4074074074074074
CDC26-GTPBP4,5,0.5555555555555556
MAP3K3-SNRPC,5,0.3333333333333333
CSK-AKAP7,4,0.3333333333333333
KIAA1715-SLC35A4,5,0.37037037037037035
EXOSC4-XRN2,5,0.4444444444444444
BTG2-MAPK8,5,0.3333333333333333
PTEN-HRAS,5,0.4444444444444444
PTEN-DUSP16,5,0.4444444444444444
FBXW7-EXOSC4,5,0.4074074074074074
AFG3L2-NDUFB2,5,0.3333333333333333
PLCG2-STAT5B,5,0.4074074074074074
NRAS-ZBTB34,5,0.4444444444444444
BLM-COQ3,2,0.4074074074074074
ATF7-TRIP6,5,0.5555555555555556
EXOSC9-MED23,3,0.4074074074074074
INTS5-PDCD7,5,0.48148148148148145
APC-CDK9,5,0.5185185185185185
ZNF254-ZNF91,3,0.37037037037037035
PTPDC1-S100A13,5,0.25925925925925924
ATM-MYC,5,0.4444444444444444
ARMCX1-S100A11,3,0.4074074074074074
MASTL-RPP38,5,0.48148148148148145
CDC27-NRAS,5,0.5555555555555556
JCHAIN-NAE1,2,0.2962962962962963
CAPZB-EIF3C,3,0.37037037037037035
PCBP1-TCP11L1,3,0.37037037037037035
FOXO3-PTCD1,2,0.5555555555555556
EIF3B-SRSF8,5,0.48148148148148145
CEBPD-DEK,5,0.2962962962962963
BTBD9-KRAS,5,0.4074074074074074
AGFG1-EEPD1,5,0.4074074074074074
KRAS-ATP6V1C1,5,0.5185185185185185
BAG2-SENP2,5,0.2962962962962963
AKT1-SUMO1,3,0.3333333333333333
ERCC4-PIK3R1,4,0.2962962962962963
RPP21-TSC22D2,5,0.48148148148148145
ARHGAP30-RBM28,4,0.3333333333333333
NRAS-UPF1,5,0.4444444444444444
KIFC3-TRRAP,5,0.4444444444444444
PARP1-PRKDC,5,0.4074074074074074
HSD11B1-RCE1,2,0.3333333333333333
HRAS-TMEM19,5,0.48148148148148145
MFI2-PTPRN2,5,0.48148148148148145
POLR2K-RPLP1,3,0.3333333333333333
GATC-RFC5,5,0.3333333333333333
MAST2-ZNF655,5,0.4444444444444444
KRAS-FAM50A,5,0.5185185185185185
DNTTIP1-HRAS,5,0.5185185185185185
LAPTM4A-ARPC5,3,0.48148148148148145
ABL1-FOSL1,5,0.5185185185185185
TP53-ACVR1,5,0.4074074074074074
ARL2BP-PTPN6,3,0.3333333333333333
TPCN2-USP9X,5,0.5555555555555556
SMARCA4-TNPO2,5,0.37037037037037035
COPS3-HRAS,5,0.37037037037037035
PTX3-BRCA1,3,0.2962962962962963
KRAS-UXT,5,0.3333333333333333
PMS2-PPM1D,5,0.4444444444444444
GOLT1B-PTTG1,4,0.2962962962962963
ALKBH6-NAE1,4,0.2962962962962963
PTEN-CKAP4,5,0.4444444444444444
NAMPT-TRMT5,3,0.2962962962962963
BRD2-SKP2,5,0.25925925925925924
AP4E1-NRAS,5,0.4074074074074074
GPR162-TWISTNB,5,0.37037037037037035
MED23-NOL10,5,0.37037037037037035
BRI3-SENP1,3,0.4074074074074074
PLK3-TYMS,5,0.2962962962962963
CDK12-CDK5,5,0.5555555555555556
RPA3-TNFSF14,5,0.37037037037037035
CSK-PPP2R5A,5,0.37037037037037035
CMPK1-KHK,5,0.37037037037037035
ERCC1-WRAP53,5,0.48148148148148145
BUB3-TUBGCP3,5,0.37037037037037035
FASTKD2-SPTLC1,5,0.5555555555555556
CASS4-KRAS,5,0.4444444444444444
HRAS-UBE2D4,5,0.37037037037037035
CCT5-GABARAP,3,0.37037037037037035
CD80-MYC,3,0.5925925925925926
PPP5C-UBE2H,5,0.4444444444444444
BSG-PTPN12,5,0.37037037037037035
CSK-PAK1,4,0.37037037037037035
SLC24A4-TMEM189,5,0.2962962962962963
ATP6V1G1-BOD1L1,3,0.4444444444444444
FAM114A1-HRAS,5,0.4444444444444444
PI4KB-PTAR1,5,0.4444444444444444
FBXO28-TIPIN,5,0.3333333333333333
ATP6V1C1-CUL4B,5,0.4074074074074074
NAE1-TESK1,5,0.37037037037037035
MCPH1-MEN1,5,0.2962962962962963
DDX49-BRCA1,2,0.25925925925925924
HRAS-SRD5A1,5,0.4444444444444444
NFATC1-TFG,5,0.48148148148148145
NAE1-POLM,5,0.4074074074074074
BIN2-S100A11,3,0.37037037037037035
BIRC5-DNMT1,2,0.2962962962962963
WARS2-ZWINT,2,0.2962962962962963
RPL13-ZNF830,3,0.37037037037037035
DHFR-CHEK1,2,0.48148148148148145
METAP2-RPP30,5,0.3333333333333333
MAPKAP1-TTC4,5,0.4074074074074074
CDK1-CENPP,1,0.2222222222222222
ACTR1A-HRAS,5,0.5185185185185185
NAE1-SUPT4H1,4,0.37037037037037035
NUP85-VPS72,5,0.4074074074074074
ABCC10-RNF213,3,0.25925925925925924
ANO10-KCTD3,5,0.3333333333333333
KRAS-NEU1,5,0.5185185185185185
FOXP4-TMEM159,5,0.3333333333333333
GNA13-NMD3,5,0.4444444444444444
DNAJC10-MFN1,5,0.3333333333333333
MYH9-RPS10,4,0.3333333333333333
FAM129A-SLC26A6,3,0.37037037037037035
ABL2-TCEA3,2,0.5185185185185185
AGFG1-CTSZ,3,0.48148148148148145
LXN-MMS19,3,0.25925925925925924
AUP1-RIPK1,5,0.4444444444444444
NRAS-POLE,2,0.2962962962962963
ABCC10-PAK1,4,0.2962962962962963
BLM-USP39,5,0.37037037037037035
NAE1-UNC13B,3,0.2222222222222222
BLM-CTU1,5,0.37037037037037035
MTL5-SLCO4A1,2,0.6296296296296297
CTNNBL1-WARS2,5,0.5555555555555556
MUS81-RNF41,5,0.37037037037037035
NIPAL2-BRCA1,2,0.2962962962962963
KRAS-TAF1,5,0.48148148148148145
MRPS22-SH3KBP1,5,0.4074074074074074
RPLP1-TUBGCP3,4,0.37037037037037035
MED6-NAE1,5,0.4074074074074074
MAPRE1-PEX2,5,0.37037037037037035
LPP-TMED3,5,0.3333333333333333
RABGEF1-SNRPC,5,0.37037037037037035
ABCC10-AURKA,3,0.37037037037037035
ZMAT1-KRAS,5,0.37037037037037035
ARID2-VHL,5,0.4444444444444444
SEC22B-SNRPD3,5,0.4444444444444444
IL1B-NAE1,3,0.4074074074074074
MYC-TM9SF4,5,0.48148148148148145
PHF11-CTSS,3,0.37037037037037035
EIF3C-GNPAT,5,0.4444444444444444
BAK1-CDK6,3,0.37037037037037035
TOP1-CHEK1,2,0.4444444444444444
NAE1-UBE4B,5,0.4074074074074074
COG3-TUBGCP3,3,0.37037037037037035
INTS5-SF1,5,0.37037037037037035
DONSON-RFC4,3,0.2962962962962963
NDN-TFG,2,0.37037037037037035
GTF2H1-NAE1,4,0.3333333333333333
CTNNBL1-TIPIN,5,0.3333333333333333
TRIOBP-SSH3,5,0.37037037037037035
S100A4-WSB2,3,0.3333333333333333
DVL3-NRAS,5,0.5555555555555556
NAE1-RNF220,4,0.3333333333333333
FH-GTF2E1,5,0.3333333333333333
FBXO31-ZNF574,5,0.4074074074074074
MED23-TTC4,5,0.4074074074074074
ALPK1-MAP4,4,0.37037037037037035
CPNE1-HSP90AB1,3,0.4074074074074074
MYL12A-S100A11,3,0.48148148148148145
BCR-SKP1,3,0.2962962962962963
KCTD10-SCO1,5,0.5185185185185185
HNRNPC-TLR5,3,0.37037037037037035
ATP1A1-AURKA,5,0.4074074074074074
PARP2-PPM1D,0,0.2222222222222222
YWHAZ-UGP2,5,0.3333333333333333
CDKN1A-PSMD9,5,0.37037037037037035
VHL-POLI,3,0.4444444444444444
SFPQ-SLC41A2,5,0.37037037037037035
MAP2K4-ELK4,5,0.4074074074074074
EIF2AK1-SCARF1,5,0.37037037037037035
BCL9L-IGFBP6,2,0.4074074074074074
CCND3-XRCC5,4,0.4444444444444444
INTS5-RPLP2,3,0.2222222222222222
BDP1-TTC4,5,0.4074074074074074
ABCC3-S100A10,3,0.37037037037037035
TNFAIP3-NFKBIA,5,0.6666666666666666
BOD1L1-PDCD7,5,0.48148148148148145
LHFPL2-SQSTM1,3,0.3333333333333333
MYL12A-RIOK3,3,0.4074074074074074
MACF1-RGS19,4,0.3333333333333333
DBNL-RHOBTB3,4,0.37037037037037035
AHCYL1-AKR1B1,5,0.4444444444444444
ITGA5-TYW3,5,0.5185185185185185
HSF1-SNTB2,3,0.4444444444444444
MTSS1-TP53,4,0.37037037037037035
ARIH1-METAP2,5,0.5185185185185185
HGSNAT-HMMR,2,0.6666666666666666
NCBP1-RBM14,3,0.4074074074074074
CARD9-ELOVL5,4,0.2962962962962963
PPARA-PER1,5,0.37037037037037035
TUBB3-PCBP4,2,0.48148148148148145
EXOSC9-PSPH,5,0.37037037037037035
MAF-NPRL3,5,0.37037037037037035
KLF10-STAT5B,5,0.4074074074074074
GRASP-ZNF600,5,0.4444444444444444
NAE1-PARP3,4,0.3333333333333333
GTPBP4-LEO1,5,0.37037037037037035
ENPP2-FBXL19,1,0.4444444444444444
GALNT3-HK3,4,0.2962962962962963
PELO-RBM17,5,0.4074074074074074
POLR2B-KRAS,5,0.4444444444444444
NAT10-RPL13,3,0.37037037037037035
BRCA1-TP53BP1,2,0.2962962962962963
CABP4-CNBP,1,0.3333333333333333
MRPL11-RPL27,4,0.3333333333333333
CDK9-TSC1,5,0.5185185185185185
RBX1-SSBP1,3,0.37037037037037035
CASP9-CYCS,5,0.4444444444444444
BIK-NAE1,4,0.2962962962962963
HRAS-UBA6,5,0.37037037037037035
AXL-PIK3CD,3,0.3333333333333333
CCT6A-KRAS,5,0.37037037037037035
GTF2H4-TCF25,4,0.3333333333333333
INTS5-NAA50,5,0.37037037037037035
HRAS-OSBPL9,5,0.48148148148148145
CLTA-PTGS1,3,0.2962962962962963
FARSA-TTC4,5,0.5555555555555556
MUS81-GNAI3,5,0.3333333333333333
NBEAL1-NRAS,5,0.5555555555555556
DPF2-NAE1,5,0.4074074074074074
PAPOLA-TDP1,5,0.48148148148148145
CSK-STAM,4,0.4074074074074074
PTPRM-PTEN,3,0.2222222222222222
RAB1A-VPS51,5,0.48148148148148145
MRPS30-NAE1,5,0.37037037037037035
HRAS-TAOK1,5,0.4444444444444444
BIN2-PILRA,4,0.3333333333333333
CD79B-SKP2,2,0.2962962962962963
AP1M1-PIN1,4,0.2962962962962963
DARS2-DUSP7,5,0.3333333333333333
NRAS-SQSTM1,3,0.2962962962962963
SMARCC1-MDM4,5,0.5185185185185185
ITGA5-PNPLA8,5,0.5925925925925926
BLVRB-SSH3,5,0.48148148148148145
CNPY3-NRAS,5,0.37037037037037035
HYI-MGAT4A,3,0.2962962962962963
CETN2-RPL13A,4,0.3333333333333333
POLR2A-PPM1D,5,0.37037037037037035
BLM-SART1,5,0.48148148148148145
HRAS-WWC2,5,0.5555555555555556
MIS18A-KRAS,5,0.5555555555555556
MAST2-RB1,5,0.37037037037037035
RAPGEF1-FYN,5,0.4074074074074074
NAMPT-PARP2,3,0.37037037037037035
VPS53-RAB1A,5,0.4444444444444444
KCTD10-LUC7L3,5,0.4074074074074074
HRAS-UTP14A,5,0.4074074074074074
HRAS-UBC,3,0.4444444444444444
GRB2-ABL1,5,0.4444444444444444
CSK-PTBP2,5,0.37037037037037035
IER3-ZNF273,3,0.3333333333333333
TUBA1A-BLM,3,0.37037037037037035
NSMCE4A-PSMB7,4,0.3333333333333333
CENPP-POLR2K,5,0.2962962962962963
PIKFYVE-ITGB1,5,0.3333333333333333
HM13-PLK2,5,0.37037037037037035
HSF1-STAT5A,3,0.3333333333333333
EIF4G1-MAST3,5,0.37037037037037035
RPP40-TSC22D2,2,0.3333333333333333
PI4KB-SERPINB2,3,0.3333333333333333
KRAS-RPTOR,5,0.5925925925925926
CENPK-PNN,2,0.4074074074074074
MIER1-ZNF644,5,0.5185185185185185
FHIT-FLI1,4,0.4074074074074074
CDC5L-HNRNPH1,5,0.4074074074074074
CDC25B-CYP4V2,4,0.3333333333333333
FLT1-CTNNB1,5,0.5185185185185185
EML3-RALGAPA2,5,0.4074074074074074
SF1-SLC39A1,5,0.4074074074074074
KRAS-SPPL2B,5,0.37037037037037035
RAD21-MYC,5,0.37037037037037035
GDE1-YIPF5,5,0.37037037037037035
PARP1-TUBB,3,0.3333333333333333
PPM1D-SESN2,5,0.4074074074074074
ARIH1-GTF2H4,5,0.4074074074074074
KRAS-ORC3,5,0.5555555555555556
PDCD7-SRSF7,5,0.3333333333333333
COPS4-VPS29,5,0.37037037037037035
TOP3A-RPS11,4,0.37037037037037035
TMED10-VTI1B,5,0.4074074074074074
MRC2-SNX13,5,0.4074074074074074
NAE1-PSMD10,5,0.4074074074074074
IFT122-ITGB1,5,0.4074074074074074
CNOT3-ZNF574,5,0.4074074074074074
NCL-ZC3H15,5,0.37037037037037035
KRAS-GPAT3,5,0.48148148148148145
EXOSC4-NRAS,5,0.4074074074074074
CD151-MT2A,3,0.37037037037037035
B3GNT5-MFSD7,5,0.5555555555555556
AKAP8L-TP53,5,0.4444444444444444
MRPL43-PMF1,5,0.37037037037037035
NAE1-RPL27A,4,0.37037037037037035
FZR1-DCTN1,5,0.48148148148148145
TRMT5-PCNA,3,0.37037037037037035
IGF2BP3-UBE3A,2,0.48148148148148145
DMAP1-EXOSC4,5,0.37037037037037035
RNF146-CMAS,4,0.3333333333333333
C5AR1-RBAK,1,0.2222222222222222
CPSF1-ZNF699,5,0.4444444444444444
RAPH1-SCRIB,5,0.4074074074074074
DVL1-UTRN,5,0.2962962962962963
PIK3CA-SIAH2,5,0.48148148148148145
CES1-FXR1,4,0.3333333333333333
AKT1-CASP8,5,0.4074074074074074
SMAD2-TXNL1,4,0.3333333333333333
NPEPPS-TK1,4,0.2962962962962963
PARP1-ABAT,3,0.3333333333333333
IGF2BP3-TCEA3,6,0.7037037037037037
CDC23-TTC4,5,0.5185185185185185
EPS8-MTX1,3,0.37037037037037035
HNRNPC-NRAS,5,0.37037037037037035
AURKA-FBXO28,5,0.48148148148148145
ACTL6A-ZWINT,2,0.2962962962962963
ASAP1-SLC35A4,4,0.2962962962962963
CTNNAL1-UBQLN4,5,0.4074074074074074
ARIH1-COG3,5,0.48148148148148145
PELO-SNIP1,5,0.37037037037037035
TPM2-YIPF4,3,0.2962962962962963
MED23-REXO2,5,0.4074074074074074
NUDT21-UBC,3,0.4444444444444444
VPS26A-MYL12B,3,0.4444444444444444
MUS81-HSPA8,3,0.4444444444444444
BLM-AP3S2,5,0.4444444444444444
EXOSC9-POLR2K,5,0.4074074074074074
NRAS-WDR36,5,0.4444444444444444
NOL12-PPAN,2,0.3333333333333333
MEN1-SDHB,5,0.3333333333333333
BCL10-CCT2,5,0.4444444444444444
ALDH2-PHB2,3,0.37037037037037035
SELPLG-TAF4,3,0.25925925925925924
ATM-CHEK2,5,0.37037037037037035
MUS81-TUBG2,5,0.3333333333333333
PBX2-RC3H2,5,0.5185185185185185
NEMF-TTC4,5,0.5185185185185185
RGS19-SASH1,4,0.3333333333333333
KRAS-UBE2K,5,0.5555555555555556
CDC25B-SRRM1,4,0.37037037037037035
KRAS-RAPGEF2,3,0.48148148148148145
BLM-RGCC,3,0.3333333333333333
NAE1-TRAF3,5,0.37037037037037035
MYC-SLFN5,5,0.4074074074074074
PARP1-XRCC6,4,0.37037037037037035
KRAS-PGBD2,5,0.4074074074074074
OBFC1-TRIB3,5,0.37037037037037035
CHI3L2-YARS2,2,0.4074074074074074
BIRC5-PTPRE,1,0.25925925925925924
CEP192-VPS72,5,0.4444444444444444
CNNM3-MCTP1,2,0.3333333333333333
MUS81-DAD1,5,0.3333333333333333
DNTTIP1-NRAS,5,0.5555555555555556
MRPS10-XPO1,5,0.4074074074074074
RPL13A-USP1,4,0.3333333333333333
ACP1-ZBTB6,1,0.2222222222222222
CDK9-RPS11,3,0.2962962962962963
BLM-RPL7,3,0.2962962962962963
DCK-GRK6,5,0.3333333333333333
SAFB-POLE,2,0.3333333333333333
UBE2H-RNF11,5,0.3333333333333333
GTF2A2-PSMD10,5,0.4074074074074074
PTTG1-SNX27,3,0.37037037037037035
HUS1-UMPS,5,0.37037037037037035
KRAS-GMEB1,5,0.4444444444444444
ABCC1-HCFC1,4,0.2962962962962963
CSK-EAF2,4,0.4074074074074074
FBXW7-SUPT6H,5,0.48148148148148145
CDK12-LARS2,3,0.4074074074074074
GTF3C3-NOC2L,5,0.48148148148148145
DICER1-KRAS,5,0.5185185185185185
CTNNBL1-TRNAU1AP,5,0.4444444444444444
TP53-PRKAR2A,5,0.4074074074074074
DNTTIP1-ZNF804A,5,0.4444444444444444
CTSC-ZNF513,3,0.4074074074074074
BLM-SARAF,3,0.4074074074074074
ABL1-CLEC2D,3,0.4074074074074074
CCT2-NFKB2,3,0.4074074074074074
CCNE2-KIAA1191,5,0.25925925925925924
NRAS-STT3A,5,0.37037037037037035
FBXO42-SLC35B2,5,0.48148148148148145
GTF2H4-TRMT5,3,0.2962962962962963
FTO-NAE1,5,0.4074074074074074
BLM-ACTR6,5,0.37037037037037035
BAK1-PSMD9,5,0.4444444444444444
CYFIP1-KRAS,5,0.4074074074074074
ITPRIP-TRMT6,5,0.5555555555555556
PPWD1-RBM17,3,0.3333333333333333
SNRPC-TTC4,5,0.3333333333333333
KRAS-PREX1,5,0.4074074074074074
NR4A3-BRCA2,3,0.4074074074074074
CLEC2B-SFPQ,5,0.3333333333333333
SSBP1-NMD3,5,0.4444444444444444
MYC-PTPN23,5,0.37037037037037035
DUT-WDR76,2,0.2962962962962963
DIP2A-MAP3K3,5,0.5555555555555556
CSK-FYTTD1,4,0.3333333333333333
NRAS-PDCD5,5,0.37037037037037035
MYO1F-SNRPG,5,0.4074074074074074
PRMT5-TUBGCP3,3,0.2962962962962963
GNPAT-MED28,5,0.4074074074074074
HSPD1-KRAS,5,0.37037037037037035
FCHO1-HRAS,5,0.48148148148148145
PELO-POLA1,5,0.37037037037037035
PTPRC-TOMM40,4,0.37037037037037035
MDM2-RAD9A,5,0.4074074074074074
CHAF1A-NRAS,4,0.2962962962962963
CHMP1A-CORO1B,3,0.37037037037037035
UPP1-ZNF384,3,0.3333333333333333
PRNP-TP53,5,0.3333333333333333
MAST2-NCOA2,5,0.37037037037037035
HECTD1-STRN3,5,0.5555555555555556
CHN2-KIF23,2,0.4074074074074074
RMI1-MCM6,3,0.2222222222222222
MAFF-RBAK,2,0.2222222222222222
TP53-VRK2,5,0.37037037037037035
HK3-PEX13,3,0.37037037037037035
KRAS-RHOBTB3,5,0.4074074074074074
CBR1-CYP1B1,3,0.4074074074074074
HCCS-TNF,5,0.48148148148148145
PELO-ZNF511,5,0.3333333333333333
NF1-TP53,4,0.2962962962962963
EGR2-HSPA4,3,0.2962962962962963
INTS5-POLR2K,5,0.2962962962962963
BCL2L1-KRAS,5,0.4074074074074074
ITGA6-TXN,2,0.2222222222222222
CLIP1-RALY,5,0.2962962962962963
PRMT5-TRRAP,5,0.3333333333333333
CASP3-MAP1LC3A,4,0.3333333333333333
